"building","day","floor","level","mac","name","room","time"
"block-9","Friday","first","-82","58:b6:33:26:53:28","IIITV1","9110","13:17:12"
"block-9","Friday","first","-81","58:b6:33:66:53:28","IIITV-Staff","9110","13:17:12"
"block-9","Friday","first","-66","58:b6:33:26:51:48","IIITV1","9110","13:17:12"
"block-9","Friday","first","-73","24:c9:a1:09:9a:c8","IIITV-Staff","9110","13:17:12"
"block-9","Friday","first","-65","58:b6:33:66:51:48","IIITV-Staff","9110","13:17:12"
"block-9","Friday","first","-74","2c:c5:d3:23:c2:38","IIITV1","9110","13:17:12"
"block-9","Friday","first","-75","2c:c5:d3:63:c2:38","IIITV-Staff","9110","13:17:12"
"block-9","Friday","first","-66","f0:3e:90:0c:29:d8","IIITV1","9110","13:17:12"
"block-9","Friday","first","-71","24:c9:a1:07:2f:38","IIITV-Staff","9110","13:17:12"
"block-9","Friday","first","-71","24:c9:a1:47:2f:38","IIITV2","9110","13:17:12"
"block-9","Friday","first","-83","f0:3e:90:0c:24:78","IIITV1","9110","13:17:12"
"block-9","Friday","first","-70","24:c9:a1:09:a1:58","IIITV-Staff","9111","13:17:12"
"block-9","Friday","first","-70","24:c9:a1:49:a1:58","IIITV2","9111","13:17:12"
"block-9","Friday","first","-70","24:c9:a1:49:9f:08","IIITV2","9111","13:17:40"
"block-9","Friday","first","-75","24:c9:a1:09:9f:08","IIITV-Staff","9111","13:17:40"
"block-9","Friday","first","-78","f0:3e:90:8c:24:78","IIITV2","9111","13:17:40"
"block-9","Friday","first","-73","24:c9:a1:49:9a:c8","IIITV2","9111","13:17:12"
"block-9","Friday","first","-67","6c:aa:b3:08:ad:b8","IIITV-Staff","9111","13:17:12"
"block-9","Friday","first","-65","6c:aa:b3:48:ad:b8","IIITV2","9111","13:17:12"
"block-9","Friday","first","-82","58:b6:33:26:53:28","IIITV1","9111","13:17:12"
"block-9","Friday","first","-81","58:b6:33:66:53:28","IIITV-Staff","9111","13:17:12"
"block-9","Friday","first","-52","58:b6:33:26:51:48","IIITV1","9111","13:17:40"
"block-9","Friday","first","-73","24:c9:a1:09:9a:c8","IIITV-Staff","9111","13:17:12"
"block-9","Friday","first","-53","58:b6:33:66:51:48","IIITV-Staff","9111","13:17:40"
"block-9","Friday","first","-57","2c:c5:d3:23:c2:38","IIITV1","9111","13:17:40"
"block-9","Friday","first","-57","2c:c5:d3:63:c2:38","IIITV-Staff","9111","13:17:40"
"block-9","Friday","first","-66","f0:3e:90:0c:29:d8","IIITV1","9111","13:17:12"
"block-9","Friday","first","-71","24:c9:a1:07:2f:38","IIITV-Staff","9111","13:17:12"
"block-9","Friday","first","-71","24:c9:a1:47:2f:38","IIITV2","9111","13:17:12"
"block-9","Friday","first","-77","f0:3e:90:0c:24:78","IIITV1","9111","13:17:40"
"block-9","Friday","first","-77","f0:3e:90:4c:24:78","IIITV-Staff","9111","13:17:40"
"block-9","Friday","first","-71","24:c9:a1:49:9f:08","IIITV2","9113","13:17:51"
"block-9","Friday","first","-71","24:c9:a1:09:9f:08","IIITV-Staff","9113","13:17:51"
"block-9","Friday","first","-78","f0:3e:90:8c:24:78","IIITV2","9113","13:17:51"
"block-9","Friday","first","-39","58:b6:33:26:51:48","IIITV1","9113","13:17:51"
"block-9","Friday","first","-39","58:b6:33:66:51:48","IIITV-Staff","9113","13:17:51"
"block-9","Friday","first","-57","2c:c5:d3:23:c2:38","IIITV1","9113","13:17:51"
"block-9","Friday","first","-57","2c:c5:d3:63:c2:38","IIITV-Staff","9113","13:17:51"
"block-9","Friday","first","-77","f0:3e:90:0c:24:78","IIITV1","9113","13:17:51"
"block-9","Friday","first","-77","f0:3e:90:4c:24:78","IIITV-Staff","9113","13:17:51"
"block-9","Friday","first","-81","58:b6:33:66:56:c8","IIITV-Staff","9113","13:17:51"
"block-9","Friday","first","-82","58:b6:33:26:56:c8","IIITV1","9113","13:17:51"
"block-9","Friday","first","-61","24:c9:a1:49:9f:08","IIITV2","9114","13:18:00"
"block-9","Friday","first","-63","24:c9:a1:09:9f:08","IIITV-Staff","9114","13:18:00"
"block-9","Friday","first","-78","f0:3e:90:8c:24:78","IIITV2","9114","13:18:00"
"block-9","Friday","first","-36","58:b6:33:26:51:48","IIITV1","9114","13:18:00"
"block-9","Friday","first","-37","58:b6:33:66:51:48","IIITV-Staff","9114","13:18:00"
"block-9","Friday","first","-53","2c:c5:d3:23:c2:38","IIITV1","9114","13:18:00"
"block-9","Friday","first","-53","2c:c5:d3:63:c2:38","IIITV-Staff","9114","13:18:00"
"block-9","Friday","first","-77","f0:3e:90:0c:24:78","IIITV1","9114","13:18:00"
"block-9","Friday","first","-77","f0:3e:90:4c:24:78","IIITV-Staff","9114","13:18:00"
"block-9","Friday","first","-81","58:b6:33:66:56:c8","IIITV-Staff","9114","13:18:00"
"block-9","Friday","first","-82","58:b6:33:26:56:c8","IIITV1","9114","13:18:00"
"block-9","Friday","first","-75","24:c9:a1:49:9a:c8","IIITV2","9114","13:18:00"
"block-9","Friday","first","-75","24:c9:a1:09:9a:c8","IIITV-Staff","9114","13:18:00"
"block-9","Friday","first","-57","24:c9:a1:49:9f:08","IIITV2","9115","13:18:11"
"block-9","Friday","first","-58","24:c9:a1:09:9f:08","IIITV-Staff","9115","13:18:11"
"block-9","Friday","first","-78","f0:3e:90:8c:24:78","IIITV2","9115","13:18:11"
"block-9","Friday","first","-37","58:b6:33:26:51:48","IIITV1","9115","13:18:11"
"block-9","Friday","first","-37","58:b6:33:66:51:48","IIITV-Staff","9115","13:18:11"
"block-9","Friday","first","-61","2c:c5:d3:23:c2:38","IIITV1","9115","13:18:11"
"block-9","Friday","first","-61","2c:c5:d3:63:c2:38","IIITV-Staff","9115","13:18:11"
"block-9","Friday","first","-78","f0:3e:90:0c:24:78","IIITV1","9115","13:18:11"
"block-9","Friday","first","-79","f0:3e:90:4c:24:78","IIITV-Staff","9115","13:18:11"
"block-9","Friday","first","-81","58:b6:33:66:56:c8","IIITV-Staff","9115","13:18:11"
"block-9","Friday","first","-82","58:b6:33:26:56:c8","IIITV1","9115","13:18:11"
"block-9","Friday","first","-75","24:c9:a1:49:9a:c8","IIITV2","9115","13:18:11"
"block-9","Friday","first","-75","24:c9:a1:09:9a:c8","IIITV-Staff","9115","13:18:11"
"block-9","Friday","first","-58","24:c9:a1:49:9f:08","IIITV2","9116","13:18:18"
"block-9","Friday","first","-58","24:c9:a1:09:9f:08","IIITV-Staff","9116","13:18:18"
"block-9","Friday","first","-72","f0:3e:90:8c:24:78","IIITV2","9116","13:18:18"
"block-9","Friday","first","-34","58:b6:33:26:51:48","IIITV1","9116","13:18:18"
"block-9","Friday","first","-34","58:b6:33:66:51:48","IIITV-Staff","9116","13:18:18"
"block-9","Friday","first","-52","2c:c5:d3:23:c2:38","IIITV1","9116","13:18:18"
"block-9","Friday","first","-52","2c:c5:d3:63:c2:38","IIITV-Staff","9116","13:18:18"
"block-9","Friday","first","-72","f0:3e:90:0c:24:78","IIITV1","9116","13:18:18"
"block-9","Friday","first","-72","f0:3e:90:4c:24:78","IIITV-Staff","9116","13:18:18"
"block-9","Friday","first","-81","58:b6:33:66:56:c8","IIITV-Staff","9116","13:18:16"
"block-9","Friday","first","-82","58:b6:33:26:56:c8","IIITV1","9116","13:18:16"
"block-9","Friday","first","-75","24:c9:a1:49:9a:c8","IIITV2","9116","13:18:18"
"block-9","Friday","first","-75","24:c9:a1:09:9a:c8","IIITV-Staff","9116","13:18:18"
"block-9","Friday","first","-85","24:c9:a1:49:a1:58","IIITV2","9116","13:18:18"
"block-9","Friday","first","-76","24:c9:a1:09:a1:58","IIITV-Staff","9101","14:21:11"
"block-9","Friday","first","-69","f0:3e:90:0c:29:d8","IIITV1","9101","14:21:11"
"block-9","Friday","first","-69","f0:3e:90:8c:29:d8","IIITV2","9101","14:21:11"
"block-9","Friday","first","-71","f0:3e:90:4c:29:d8","IIITV-Staff","9101","14:21:11"
"block-9","Friday","first","-63","2c:c5:d3:23:c2:38","IIITV1","9101","14:21:11"
"block-9","Friday","first","-61","2c:c5:d3:63:c2:38","IIITV-Staff","9101","14:21:11"
"block-9","Friday","first","-67","58:b6:33:26:51:48","IIITV1","9101","14:21:11"
"block-9","Friday","first","-69","58:b6:33:66:51:48","IIITV-Staff","9101","14:21:11"
"block-9","Friday","first","-75","24:c9:a1:49:a7:28","IIITV2","9101","14:21:11"
"block-9","Friday","first","-58","24:c9:a1:09:a7:28","IIITV-Staff","9101","14:21:11"
"block-9","Friday","first","-56","24:c9:a1:49:9f:08","IIITV2","9101","14:21:11"
"block-9","Friday","first","-56","24:c9:a1:09:9f:08","IIITV-Staff","9101","14:21:11"
"block-9","Friday","first","-54","f0:3e:90:8c:24:78","IIITV2","9101","14:21:11"
"block-9","Friday","first","-50","f0:3e:90:4c:24:78","IIITV-Staff","9101","14:21:11"
"block-9","Friday","first","-50","f0:3e:90:0c:24:78","IIITV1","9101","14:21:11"
"block-9","Friday","first","-65","24:c9:a1:09:9a:c8","IIITV-Staff","9101","14:21:11"
"block-9","Friday","first","-66","24:c9:a1:49:9a:c8","IIITV2","9101","14:21:11"
"block-9","Friday","first","-66","58:b6:33:66:56:c8","IIITV-Staff","9101","14:21:11"
"block-9","Friday","first","-66","58:b6:33:26:56:c8","IIITV1","9101","14:21:11"
"block-9","Friday","first","-68","6c:aa:b3:48:ad:b8","IIITV2","9101","14:21:11"
"block-9","Friday","first","-68","24:c9:a1:47:29:58","IIITV2","9101","14:21:11"
"block-9","Friday","first","-69","6c:aa:b3:08:ad:b8","IIITV-Staff","9101","14:21:11"
"block-9","Friday","first","-62","24:c9:a1:09:a1:58","IIITV-Staff","9102","14:21:39"
"block-9","Friday","first","-72","f0:3e:90:0c:29:d8","IIITV1","9102","14:21:39"
"block-9","Friday","first","-65","f0:3e:90:8c:29:d8","IIITV2","9102","14:21:39"
"block-9","Friday","first","-66","f0:3e:90:4c:29:d8","IIITV-Staff","9102","14:21:39"
"block-9","Friday","first","-63","2c:c5:d3:23:c2:38","IIITV1","9102","14:21:11"
"block-9","Friday","first","-61","2c:c5:d3:63:c2:38","IIITV-Staff","9102","14:21:11"
"block-9","Friday","first","-67","58:b6:33:26:51:48","IIITV1","9102","14:21:11"
"block-9","Friday","first","-69","58:b6:33:66:51:48","IIITV-Staff","9102","14:21:11"
"block-9","Friday","first","-75","24:c9:a1:49:a7:28","IIITV2","9102","14:21:11"
"block-9","Friday","first","-58","24:c9:a1:09:a7:28","IIITV-Staff","9102","14:21:11"
"block-9","Friday","first","-65","24:c9:a1:49:9f:08","IIITV2","9102","14:21:39"
"block-9","Friday","first","-68","24:c9:a1:09:9f:08","IIITV-Staff","9102","14:21:39"
"block-9","Friday","first","-74","f0:3e:90:8c:24:78","IIITV2","9102","14:21:39"
"block-9","Friday","first","-50","f0:3e:90:4c:24:78","IIITV-Staff","9102","14:21:11"
"block-9","Friday","first","-50","f0:3e:90:0c:24:78","IIITV1","9102","14:21:11"
"block-9","Friday","first","-65","24:c9:a1:09:9a:c8","IIITV-Staff","9102","14:21:11"
"block-9","Friday","first","-47","24:c9:a1:49:9a:c8","IIITV2","9102","14:21:39"
"block-9","Friday","first","-52","58:b6:33:66:56:c8","IIITV-Staff","9102","14:21:39"
"block-9","Friday","first","-52","58:b6:33:26:56:c8","IIITV1","9102","14:21:39"
"block-9","Friday","first","-68","6c:aa:b3:48:ad:b8","IIITV2","9102","14:21:11"
"block-9","Friday","first","-40","24:c9:a1:47:29:58","IIITV2","9102","14:21:39"
"block-9","Friday","first","-69","6c:aa:b3:08:ad:b8","IIITV-Staff","9102","14:21:11"
"block-9","Friday","first","-34","24:c9:a1:07:29:58","IIITV-Staff","9102","14:21:39"
"block-9","Friday","first","-62","24:c9:a1:49:a1:58","IIITV2","9102","14:21:39"
"block-9","Friday","first","-77","24:c9:a1:47:2f:38","IIITV2","9102","14:21:39"
"block-9","Friday","first","-79","24:c9:a1:07:2f:38","IIITV-Staff","9102","14:21:39"
"block-9","Friday","first","-44","24:c9:a1:09:a1:58","IIITV-Staff","9103","14:21:49"
"block-9","Friday","first","-47","f0:3e:90:0c:29:d8","IIITV1","9103","14:21:49"
"block-9","Friday","first","-45","f0:3e:90:8c:29:d8","IIITV2","9103","14:21:49"
"block-9","Friday","first","-46","f0:3e:90:4c:29:d8","IIITV-Staff","9103","14:21:49"
"block-9","Friday","first","-73","58:b6:33:26:51:48","IIITV1","9103","14:21:49"
"block-9","Friday","first","-65","24:c9:a1:49:9f:08","IIITV2","9103","14:21:49"
"block-9","Friday","first","-68","24:c9:a1:09:9f:08","IIITV-Staff","9103","14:21:49"
"block-9","Friday","first","-67","f0:3e:90:8c:24:78","IIITV2","9103","14:21:49"
"block-9","Friday","first","-67","f0:3e:90:4c:24:78","IIITV-Staff","9103","14:21:49"
"block-9","Friday","first","-69","f0:3e:90:0c:24:78","IIITV1","9103","14:21:49"
"block-9","Friday","first","-34","24:c9:a1:09:9a:c8","IIITV-Staff","9103","14:21:49"
"block-9","Friday","first","-35","24:c9:a1:49:9a:c8","IIITV2","9103","14:21:49"
"block-9","Friday","first","-65","58:b6:33:66:56:c8","IIITV-Staff","9103","14:21:49"
"block-9","Friday","first","-65","58:b6:33:26:56:c8","IIITV1","9103","14:21:49"
"block-9","Friday","first","-76","6c:aa:b3:48:ad:b8","IIITV2","9103","14:21:49"
"block-9","Friday","first","-40","24:c9:a1:47:29:58","IIITV2","9103","14:21:49"
"block-9","Friday","first","-74","6c:aa:b3:08:ad:b8","IIITV-Staff","9103","14:21:49"
"block-9","Friday","first","-64","24:c9:a1:07:29:58","IIITV-Staff","9103","14:21:49"
"block-9","Friday","first","-54","24:c9:a1:49:a1:58","IIITV2","9103","14:21:49"
"block-9","Friday","first","-70","24:c9:a1:47:2f:38","IIITV2","9103","14:21:49"
"block-9","Friday","first","-69","24:c9:a1:07:2f:38","IIITV-Staff","9103","14:21:49"
"block-9","Friday","first","-37","24:c9:a1:09:a1:58","IIITV-Staff","9105","14:22:31"
"block-9","Friday","first","-43","f0:3e:90:0c:29:d8","IIITV1","9105","14:22:31"
"block-9","Friday","first","-42","f0:3e:90:8c:29:d8","IIITV2","9105","14:22:31"
"block-9","Friday","first","-43","f0:3e:90:4c:29:d8","IIITV-Staff","9105","14:22:31"
"block-9","Friday","first","-73","58:b6:33:26:51:48","IIITV1","9105","14:22:31"
"block-9","Friday","first","-65","24:c9:a1:49:9f:08","IIITV2","9105","14:22:31"
"block-9","Friday","first","-68","24:c9:a1:09:9f:08","IIITV-Staff","9105","14:22:31"
"block-9","Friday","first","-75","f0:3e:90:8c:24:78","IIITV2","9105","14:22:31"
"block-9","Friday","first","-67","f0:3e:90:4c:24:78","IIITV-Staff","9105","14:22:31"
"block-9","Friday","first","-69","f0:3e:90:0c:24:78","IIITV1","9105","14:22:31"
"block-9","Friday","first","-48","24:c9:a1:09:9a:c8","IIITV-Staff","9105","14:22:31"
"block-9","Friday","first","-54","24:c9:a1:49:9a:c8","IIITV2","9105","14:22:31"
"block-9","Friday","first","-65","58:b6:33:66:56:c8","IIITV-Staff","9105","14:22:31"
"block-9","Friday","first","-65","58:b6:33:26:56:c8","IIITV1","9105","14:22:31"
"block-9","Friday","first","-52","6c:aa:b3:48:ad:b8","IIITV2","9105","14:22:31"
"block-9","Friday","first","-40","24:c9:a1:47:29:58","IIITV2","9105","14:22:31"
"block-9","Friday","first","-50","6c:aa:b3:08:ad:b8","IIITV-Staff","9105","14:22:31"
"block-9","Friday","first","-64","24:c9:a1:07:29:58","IIITV-Staff","9105","14:22:31"
"block-9","Friday","first","-39","24:c9:a1:49:a1:58","IIITV2","9105","14:22:31"
"block-9","Friday","first","-51","24:c9:a1:47:2f:38","IIITV2","9105","14:22:31"
"block-9","Friday","first","-51","24:c9:a1:07:2f:38","IIITV-Staff","9105","14:22:31"
"block-9","Friday","first","-53","24:c9:a1:09:a1:58","IIITV-Staff","9106","14:22:41"
"block-9","Friday","first","-59","f0:3e:90:0c:29:d8","IIITV1","9106","14:22:41"
"block-9","Friday","first","-58","f0:3e:90:8c:29:d8","IIITV2","9106","14:22:41"
"block-9","Friday","first","-57","f0:3e:90:4c:29:d8","IIITV-Staff","9106","14:22:41"
"block-9","Friday","first","-73","58:b6:33:26:51:48","IIITV1","9106","14:22:41"
"block-9","Friday","first","-65","24:c9:a1:49:9f:08","IIITV2","9106","14:22:31"
"block-9","Friday","first","-68","24:c9:a1:09:9f:08","IIITV-Staff","9106","14:22:31"
"block-9","Friday","first","-75","f0:3e:90:8c:24:78","IIITV2","9106","14:22:41"
"block-9","Friday","first","-67","f0:3e:90:4c:24:78","IIITV-Staff","9106","14:22:41"
"block-9","Friday","first","-69","f0:3e:90:0c:24:78","IIITV1","9106","14:22:41"
"block-9","Friday","first","-64","24:c9:a1:09:9a:c8","IIITV-Staff","9106","14:22:41"
"block-9","Friday","first","-74","24:c9:a1:49:9a:c8","IIITV2","9106","14:22:41"
"block-9","Friday","first","-65","58:b6:33:66:56:c8","IIITV-Staff","9106","14:22:41"
"block-9","Friday","first","-65","58:b6:33:26:56:c8","IIITV1","9106","14:22:41"
"block-9","Friday","first","-27","6c:aa:b3:48:ad:b8","IIITV2","9106","14:22:41"
"block-9","Friday","first","-40","24:c9:a1:47:29:58","IIITV2","9106","14:22:31"
"block-9","Friday","first","-26","6c:aa:b3:08:ad:b8","IIITV-Staff","9106","14:22:41"
"block-9","Friday","first","-64","24:c9:a1:07:29:58","IIITV-Staff","9106","14:22:41"
"block-9","Friday","first","-39","24:c9:a1:49:a1:58","IIITV2","9106","14:22:41"
"block-9","Friday","first","-64","24:c9:a1:47:2f:38","IIITV2","9106","14:22:41"
"block-9","Friday","first","-65","24:c9:a1:07:2f:38","IIITV-Staff","9106","14:22:41"
"block-9","Friday","first","-43","58:b6:33:26:53:28","IIITV1","9106","14:22:41"
"block-9","Friday","first","-43","58:b6:33:66:53:28","IIITV-Staff","9106","14:22:41"
"block-9","Friday","first","-53","24:c9:a1:09:a1:58","IIITV-Staff","9107","14:23:07"
"block-9","Friday","first","-59","f0:3e:90:0c:29:d8","IIITV1","9107","14:23:07"
"block-9","Friday","first","-58","f0:3e:90:8c:29:d8","IIITV2","9107","14:23:07"
"block-9","Friday","first","-57","f0:3e:90:4c:29:d8","IIITV-Staff","9107","14:23:07"
"block-9","Friday","first","-73","58:b6:33:26:51:48","IIITV1","9107","14:22:41"
"block-9","Friday","first","-75","f0:3e:90:8c:24:78","IIITV2","9107","14:23:07"
"block-9","Friday","first","-67","f0:3e:90:4c:24:78","IIITV-Staff","9107","14:22:41"
"block-9","Friday","first","-69","f0:3e:90:0c:24:78","IIITV1","9107","14:22:41"
"block-9","Friday","first","-64","24:c9:a1:09:9a:c8","IIITV-Staff","9107","14:23:07"
"block-9","Friday","first","-77","24:c9:a1:49:9a:c8","IIITV2","9107","14:23:07"
"block-9","Friday","first","-65","58:b6:33:66:56:c8","IIITV-Staff","9107","14:22:41"
"block-9","Friday","first","-65","58:b6:33:26:56:c8","IIITV1","9107","14:22:41"
"block-9","Friday","first","-27","6c:aa:b3:48:ad:b8","IIITV2","9107","14:23:07"
"block-9","Friday","first","-26","6c:aa:b3:08:ad:b8","IIITV-Staff","9107","14:23:07"
"block-9","Friday","first","-64","24:c9:a1:07:29:58","IIITV-Staff","9107","14:22:41"
"block-9","Friday","first","-39","24:c9:a1:49:a1:58","IIITV2","9107","14:23:07"
"block-9","Friday","first","-64","24:c9:a1:47:2f:38","IIITV2","9107","14:23:07"
"block-9","Friday","first","-65","24:c9:a1:07:2f:38","IIITV-Staff","9107","14:23:07"
"block-9","Friday","first","-43","58:b6:33:26:53:28","IIITV1","9107","14:23:07"
"block-9","Friday","first","-43","58:b6:33:66:53:28","IIITV-Staff","9107","14:23:07"
"block-9","Friday","first","-53","24:c9:a1:09:a1:58","IIITV-Staff","9108","14:23:07"
"block-9","Friday","first","-59","f0:3e:90:0c:29:d8","IIITV1","9108","14:23:07"
"block-9","Friday","first","-58","f0:3e:90:8c:29:d8","IIITV2","9108","14:23:07"
"block-9","Friday","first","-57","f0:3e:90:4c:29:d8","IIITV-Staff","9108","14:23:07"
"block-9","Friday","first","-63","58:b6:33:26:51:48","IIITV1","9108","14:23:17"
"block-9","Friday","first","-75","f0:3e:90:8c:24:78","IIITV2","9108","14:23:07"
"block-9","Friday","first","-77","f0:3e:90:0c:24:78","IIITV1","9108","14:23:17"
"block-9","Friday","first","-76","24:c9:a1:09:9a:c8","IIITV-Staff","9108","14:23:17"
"block-9","Friday","first","-76","24:c9:a1:49:9a:c8","IIITV2","9108","14:23:17"
"block-9","Friday","first","-71","6c:aa:b3:48:ad:b8","IIITV2","9108","14:23:17"
"block-9","Friday","first","-67","6c:aa:b3:08:ad:b8","IIITV-Staff","9108","14:23:17"
"block-9","Friday","first","-39","24:c9:a1:49:a1:58","IIITV2","9108","14:23:07"
"block-9","Friday","first","-64","24:c9:a1:47:2f:38","IIITV2","9108","14:23:07"
"block-9","Friday","first","-65","24:c9:a1:07:2f:38","IIITV-Staff","9108","14:23:07"
"block-9","Friday","first","-43","58:b6:33:26:53:28","IIITV1","9108","14:23:07"
"block-9","Friday","first","-43","58:b6:33:66:53:28","IIITV-Staff","9108","14:23:07"
"block-9","Friday","first","-63","58:b6:33:66:51:48","IIITV-Staff","9108","14:23:17"
"block-9","Friday","first","-73","24:c9:a1:49:9f:08","IIITV2","9108","14:23:17"
"block-9","Friday","first","-73","24:c9:a1:09:9f:08","IIITV-Staff","9108","14:23:17"
"block-9","Friday","first","-76","2c:c5:d3:63:c2:38","IIITV-Staff","9108","14:23:17"
"block-9","Friday","first","-73","24:c9:a1:09:a1:58","IIITV-Staff","9109","14:23:23"
"block-9","Friday","first","-73","f0:3e:90:0c:29:d8","IIITV1","9109","14:23:23"
"block-9","Friday","first","-73","f0:3e:90:8c:29:d8","IIITV2","9109","14:23:23"
"block-9","Friday","first","-73","f0:3e:90:4c:29:d8","IIITV-Staff","9109","14:23:23"
"block-9","Friday","first","-63","58:b6:33:26:51:48","IIITV1","9109","14:23:23"
"block-9","Friday","first","-77","f0:3e:90:0c:24:78","IIITV1","9109","14:23:23"
"block-9","Friday","first","-76","24:c9:a1:09:9a:c8","IIITV-Staff","9109","14:23:23"
"block-9","Friday","first","-76","24:c9:a1:49:9a:c8","IIITV2","9109","14:23:23"
"block-9","Friday","first","-72","6c:aa:b3:48:ad:b8","IIITV2","9109","14:23:23"
"block-9","Friday","first","-71","6c:aa:b3:08:ad:b8","IIITV-Staff","9109","14:23:23"
"block-9","Friday","first","-72","24:c9:a1:49:a1:58","IIITV2","9109","14:23:23"
"block-9","Friday","first","-63","58:b6:33:66:51:48","IIITV-Staff","9109","14:23:23"
"block-9","Friday","first","-73","24:c9:a1:49:9f:08","IIITV2","9109","14:23:23"
"block-9","Friday","first","-73","24:c9:a1:09:9f:08","IIITV-Staff","9109","14:23:23"
"block-9","Friday","first","-73","2c:c5:d3:63:c2:38","IIITV-Staff","9109","14:23:23"
"block-9","Friday","first","-74","2c:c5:d3:23:c2:38","IIITV1","9109","14:23:23"
"block-9","Friday","first","-67","24:c9:a1:09:a1:58","IIITV-Staff","9110","14:23:33"
"block-9","Friday","first","-59","f0:3e:90:0c:29:d8","IIITV1","9110","14:23:33"
"block-9","Friday","first","-60","f0:3e:90:8c:29:d8","IIITV2","9110","14:23:33"
"block-9","Friday","first","-60","f0:3e:90:4c:29:d8","IIITV-Staff","9110","14:23:33"
"block-9","Friday","first","-71","58:b6:33:26:51:48","IIITV1","9110","14:23:33"
"block-9","Friday","first","-77","f0:3e:90:0c:24:78","IIITV1","9110","14:23:33"
"block-9","Friday","first","-68","24:c9:a1:09:9a:c8","IIITV-Staff","9110","14:23:33"
"block-9","Friday","first","-68","24:c9:a1:49:9a:c8","IIITV2","9110","14:23:33"
"block-9","Friday","first","-68","6c:aa:b3:48:ad:b8","IIITV2","9110","14:23:33"
"block-9","Friday","first","-66","6c:aa:b3:08:ad:b8","IIITV-Staff","9110","14:23:33"
"block-9","Friday","first","-67","24:c9:a1:49:a1:58","IIITV2","9110","14:23:33"
"block-9","Friday","first","-71","58:b6:33:66:51:48","IIITV-Staff","9110","14:23:33"
"block-9","Friday","first","-73","24:c9:a1:49:9f:08","IIITV2","9110","14:23:33"
"block-9","Friday","first","-73","24:c9:a1:09:9f:08","IIITV-Staff","9110","14:23:33"
"block-9","Friday","first","-73","2c:c5:d3:63:c2:38","IIITV-Staff","9110","14:23:33"
"block-9","Friday","first","-74","2c:c5:d3:23:c2:38","IIITV1","9110","14:23:33"
"block-9","Friday","first","-74","58:b6:33:26:53:28","IIITV1","9110","14:23:33"
"block-9","Friday","first","-74","58:b6:33:66:53:28","IIITV-Staff","9110","14:23:33"
"block-9","Friday","first","-79","24:c9:a1:07:2f:38","IIITV-Staff","9110","14:23:33"
"block-9","Friday","first","-84","24:c9:a1:09:a1:58","IIITV-Staff","9111","14:24:04"
"block-9","Friday","first","-59","f0:3e:90:0c:29:d8","IIITV1","9111","14:23:33"
"block-9","Friday","first","-60","f0:3e:90:8c:29:d8","IIITV2","9111","14:23:33"
"block-9","Friday","first","-60","f0:3e:90:4c:29:d8","IIITV-Staff","9111","14:23:33"
"block-9","Friday","first","-47","58:b6:33:26:51:48","IIITV1","9111","14:24:04"
"block-9","Friday","first","-77","f0:3e:90:0c:24:78","IIITV1","9111","14:23:33"
"block-9","Friday","first","-68","24:c9:a1:09:9a:c8","IIITV-Staff","9111","14:23:33"
"block-9","Friday","first","-67","24:c9:a1:49:9a:c8","IIITV2","9111","14:24:04"
"block-9","Friday","first","-74","6c:aa:b3:48:ad:b8","IIITV2","9111","14:24:04"
"block-9","Friday","first","-74","6c:aa:b3:08:ad:b8","IIITV-Staff","9111","14:24:04"
"block-9","Friday","first","-82","24:c9:a1:49:a1:58","IIITV2","9111","14:24:04"
"block-9","Friday","first","-47","58:b6:33:66:51:48","IIITV-Staff","9111","14:24:04"
"block-9","Friday","first","-69","24:c9:a1:49:9f:08","IIITV2","9111","14:24:04"
"block-9","Friday","first","-73","24:c9:a1:09:9f:08","IIITV-Staff","9111","14:23:33"
"block-9","Friday","first","-51","2c:c5:d3:63:c2:38","IIITV-Staff","9111","14:24:04"
"block-9","Friday","first","-52","2c:c5:d3:23:c2:38","IIITV1","9111","14:24:04"
"block-9","Friday","first","-74","58:b6:33:26:53:28","IIITV1","9111","14:23:33"
"block-9","Friday","first","-74","58:b6:33:66:53:28","IIITV-Staff","9111","14:23:33"
"block-9","Friday","first","-79","24:c9:a1:07:2f:38","IIITV-Staff","9111","14:23:33"
"block-9","Friday","first","-84","24:c9:a1:09:a1:58","IIITV-Staff","9113","14:24:14"
"block-9","Friday","first","-37","58:b6:33:26:51:48","IIITV1","9113","14:24:14"
"block-9","Friday","first","-80","24:c9:a1:09:9a:c8","IIITV-Staff","9113","14:24:14"
"block-9","Friday","first","-78","24:c9:a1:49:9a:c8","IIITV2","9113","14:24:14"
"block-9","Friday","first","-74","6c:aa:b3:48:ad:b8","IIITV2","9113","14:24:14"
"block-9","Friday","first","-74","6c:aa:b3:08:ad:b8","IIITV-Staff","9113","14:24:14"
"block-9","Friday","first","-82","24:c9:a1:49:a1:58","IIITV2","9113","14:24:14"
"block-9","Friday","first","-37","58:b6:33:66:51:48","IIITV-Staff","9113","14:24:14"
"block-9","Friday","first","-68","24:c9:a1:49:9f:08","IIITV2","9113","14:24:14"
"block-9","Friday","first","-71","24:c9:a1:09:9f:08","IIITV-Staff","9113","14:24:14"
"block-9","Friday","first","-59","2c:c5:d3:63:c2:38","IIITV-Staff","9113","14:24:14"
"block-9","Friday","first","-59","2c:c5:d3:23:c2:38","IIITV1","9113","14:24:14"
